mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,rows_returned,errors,machine,query_name,tables_used
WITH_RLS,MODE1_CARTESIAN,3,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,6682,3056,5983003,4798,,Mr,3.sql,customer
WITH_RLS,MODE1_CARTESIAN,4,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,6772,3187,5983003,4798,,Mr,3.sql,customer
WITH_RLS,MODE1_CARTESIAN,5,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,6725,3139,5983003,4798,,Mr,3.sql,customer
NO_RLS,MODE1_CARTESIAN,1,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,1345,138,497640,4798,,Mr,3.sql,customer
NO_RLS,MODE1_CARTESIAN,2,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,1734,169,497640,4798,,Mr,3.sql,customer
NO_RLS,MODE1_CARTESIAN,3,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,1596,159,497640,4798,,Mr,3.sql,customer
NO_RLS,MODE1_CARTESIAN,4,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,1595,165,497640,4798,,Mr,3.sql,customer
NO_RLS,MODE1_CARTESIAN,5,user1,P29,dbo.p29_customer_lifetime_value_gt_balance,customer,1678,162,497640,4798,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,1,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9929,8681,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,2,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9595,8292,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,3,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9319,8061,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,4,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9048,7809,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,5,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9374,8065,18825311,0,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,1,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,752,77,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,2,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,1027,101,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,3,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,1008,103,131412,11620,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,1,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9385,8096,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,2,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9323,8096,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,3,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9393,8084,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,4,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9334,8062,18825311,0,,Mr,3.sql,customer
WITH_RLS,MODE2_EXPLICIT,5,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,9187,7980,18825311,0,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,1,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,737,77,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,2,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,1034,105,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,3,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,936,95,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,4,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,1045,105,131412,11620,,Mr,3.sql,customer
NO_RLS,MODE2_EXPLICIT,5,user1,P1;P12,dbo.p1_last_5y;dbo.p12_orders_discount_revenue,lineitem;orders,912,94,131412,11620,,Mr,3.sql,customer
