mode,strategy,run_number,user,policy_ids,predicate_functions,tables_affected,cpu_ms,elapsed_ms,logical_reads,rows_returned,errors,machine,query_name,tables_used
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,23171,18120,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22906,18067,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22287,17473,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1668,165,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1728,173,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1825,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1860,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1820,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14489,13932,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14612,13963,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14621,13972,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14634,13990,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14524,13836,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1597,158,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1789,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1847,188,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1789,175,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P17,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1843,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5382,5136,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5421,5209,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5403,5186,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5439,5227,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5453,5230,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1680,165,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1822,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1769,176,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1831,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P15,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1820,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22994,18031,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22735,18118,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,23313,18422,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22999,18103,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22979,18193,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1610,160,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1824,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1669,176,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1766,175,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P29,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1843,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,14477,12896,18388940,128,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,14994,12878,18388940,128,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,15034,12936,18388940,128,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,15007,12879,18388940,128,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,15088,12902,18388940,128,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,1746,172,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,1813,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,1809,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,1828,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P14,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p14_customer_asia_balance,lineitem;orders;customer,1797,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22821,18040,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,23025,18178,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22982,18173,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,23076,18149,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22919,18163,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1696,164,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1788,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1801,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1788,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P23,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1826,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14599,13953,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14336,13794,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14575,13969,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14723,14101,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14615,14026,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1565,152,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1845,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1799,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1820,196,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P17,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1812,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5336,5110,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5457,5239,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5448,5231,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5409,5198,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5413,5205,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1703,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1847,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1834,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1784,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P15,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1815,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,23207,18102,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22924,18055,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22795,18080,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,23103,18287,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,22926,18103,23796350,749,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1687,177,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1378,147,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1862,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1794,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P28;P29,dbo.p6_ship_commit;dbo.p28_orders_no_late_commit;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1802,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1268,126,298871,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1905,188,298871,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1877,180,298871,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1867,179,298871,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1844,179,298871,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1711,167,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1847,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1795,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1780,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P14,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p14_customer_asia_balance,lineitem;orders;customer,1813,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,11804,5574,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,12042,5675,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,11804,5650,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,11956,5674,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,12049,5683,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1746,170,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1848,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1865,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1808,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
