mode,strategy,run_number,user,policy_ids,predicate_functions,tables_affected,cpu_ms,elapsed_ms,logical_reads,rows_returned,errors,machine,query_name,tables_used
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,16583,14432,18370948,1078,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1566,156,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1729,173,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1806,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1857,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P14,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1863,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,24434,19510,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,24566,19668,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,24387,19545,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,24339,19521,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,24199,19601,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1702,171,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1838,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1826,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1798,196,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P23,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1828,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14532,13916,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,15506,14842,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14823,14155,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14670,14093,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14763,14157,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1629,159,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1715,200,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1649,188,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1354,151,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P17,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1361,149,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5344,5136,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5476,5273,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5770,5550,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5520,5277,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5423,5213,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1734,175,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1803,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1848,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1807,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P15,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1846,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,24394,19614,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,24466,19608,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,24539,19577,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,24701,19677,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,24554,19627,23778458,6055,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1636,165,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1818,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1848,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1839,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P21;P29,dbo.p6_ship_commit;dbo.p21_orders_high_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1789,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,2003,195,305161,1322,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,2530,242,305161,1322,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,2582,245,305161,1322,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,2657,249,305161,1322,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,2587,243,305161,1322,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1703,177,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1820,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1830,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1821,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P14,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1823,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,10341,5483,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,10298,5536,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,10323,5607,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,10388,5513,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,10501,5552,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1730,171,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1855,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1823,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1410,157,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P23,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1838,188,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14694,14092,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14671,14022,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14642,14049,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14615,13982,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,15061,14452,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1641,163,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1842,197,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1828,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1810,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P17,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1780,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5358,5101,4584857,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5388,5130,4584909,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5492,5224,4584826,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5480,5214,4585761,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5464,5222,4585126,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1749,172,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1845,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1770,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1788,175,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P15,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1773,176,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,10366,5422,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,10484,5559,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,10469,5541,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,10249,5526,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,10553,5586,5641777,7568,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1707,168,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1832,182,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1801,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1828,188,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P12;P29,dbo.p6_ship_commit;dbo.p12_orders_discount_revenue;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1830,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,14384,12870,18388960,1436,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,15069,12868,18388960,1436,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,15101,12892,18388960,1436,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,15110,12913,18388960,1436,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,15096,12930,18388960,1436,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,1683,165,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,1720,189,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,1794,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,1811,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P6;P22;P14,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p14_customer_asia_balance,lineitem;orders;customer,1781,178,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22938,18102,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P6;P22;P23,dbo.p6_ship_commit;dbo.p22_orders_no_late_shipments;dbo.p23_customer_multi_supplier,lineitem;orders;customer,22953,18134,23796499,8256,,Mr,3.sql,"lineitem,orders,customer"
